 (150227, 0.80405106489090006),
 (235332, 0.80660963470744707),
 (108902, 0.80700451475446588),
 (79777, 0.8077704778109378),
 (474650, 0.80886469479010825),
 (552046, 0.8090480363801924),
 (187477, 0.80948870784701799),
 (57872, 0.8096715015219722),
 (342572, 0.8096715015219722),
 (378200, 0.8096715015219722),
 (582272, 0.8096715015219722),
 (12109, 0.8096715015219722),
 (132389, 0.8096715015219722),
 (424561, 0.8096715015219722),
 (486797, 0.8096715015219722),
 (498349, 0.8096715015219722),
 (247906, 0.8096715015219722),
 (183499, 0.8096715015219722),
 (184211, 0.8096715015219722),
 (362023, 0.8096715015219722),
 (456839, 0.8108042983495406),
 (548976, 0.81289317590208621),
 (515050, 0.81312449959216881),
 (209816, 0.81563312976972135),
 (303865, 0.81698982692121513),
 (353542, 0.81791261561436523),
 (64529, 0.81864077372797517),
 (4229, 0.81951745780751895),
 (63912, 0.82052258051419769),
 (500655, 0.82168581544621522),
 (124196, 0.82349115404266926),
 (85423, 0.82587636744778903),
 (205115, 0.82623103191054192),
 (301319, 0.82643303753800501),
 (163067, 0.82764591393200682),
 (90172, 0.82796363981008747),
 (295764, 0.82951102981008329),
 (270579, 0.82994042924760114),
 (423916, 0.83007528216686488),
 (297845, 0.8304378940190994),
 (155969, 0.83073809820325162),
 (163732, 0.83174051474006883),
 (178140, 0.8324325164826899),
 (292486, 0.83249859170495544),
 (564395, 0.83432929479388962),
 (450464, 0.83821707755082808),
 (222123, 0.83918651797326738),
 (61192, 0.83929430757738277),
 (475285, 0.83980842012528079),
 (81330, 0.84091105709654757),
 (299688, 0.84135373911225986),
 (107483, 0.84148468946270738),
 (163766, 0.8421895206230734),
 (374610, 0.8427918419348519),
 (32490, 0.8431071615328517),
 (362616, 0.84365687588640526),
 (156051, 0.8438254788408186),
 (383614, 0.84434180983226448),
 (106792, 0.845306636199598),
 (312485, 0.84544220017020932),
 (672462, 0.84697232928951349),
 (146408, 0.84702399149179763),
 (457460, 0.84855033542685587),
 (186598, 0.85111330187739775),
 (553119, 0.8513968779426111),
 (139354, 0.8529335466984147),
 (100084, 0.85343847266098161),
 (365548, 0.85377543544685086),
 (422060, 0.85543065289708942),
 (170137, 0.85559291529293635),
 (53060, 0.85573858921318313),
 (440959, 0.85596222246664777),
 (552002, 0.85661481895311042),
 (639564, 0.86023286785783215),
 (100616, 0.86125244140933144),
 (97935, 0.86190692953609571),
 (584641, 0.86191609276692238),
 (101798, 0.86262545426184034),
 (238609, 0.86267799790641442),
 (191168, 0.86362250609264202),
 (348273, 0.86501139727887288),
 (305814, 0.86661275276739591),
 (659933, 0.86713438160526934),
 (671601, 0.86972710079740856),
 (591985, 0.86996133756981986),
 (328541, 0.87116113871145406),
 (39239, 0.87230589826654403),
 (527639, 0.87242795132138928),
 (132470, 0.8740179056454177),
 (184810, 0.87443551540522113),
 (593443, 0.87486564272584733),
 (447669, 0.87572806794584912),
 (236187, 0.87644672256783229),
 (448238, 0.87757156316703844),
 (153673, 0.87811843354128327),
 (455946, 0.87872717276449841),
 (672289, 0.87903562801460555),
 (250158, 0.87923589310853834),
 (396820, 0.87931384986019645),
 (66560, 0.87997114205288884),
 (471705, 0.88025808850082132),
 (54637, 0.88028198577234562),
 (378788, 0.88070965038952964),
 (103245, 0.88072938003342549),
 (665461, 0.8812597338396343),
 (597977, 0.88127697784309544),
 (610308, 0.8826675633188602),
 (312296, 0.88390498857245614),
 (263317, 0.88478565268541753),
 (537432, 0.88558458479621094),
 (225850, 0.88644211378856841),
 (412134, 0.88698553647967493),
 (287797, 0.88765204181165014),
 (109326, 0.8877748542972288),
 (482763, 0.88792987862506034),
 (195877, 0.88803937590913284),
 (440519, 0.88807710717536237),
 (483800, 0.88846734119335169),
 (159910, 0.88849656552304612),
 (559362, 0.88864419247482596),
 (674295, 0.88916026292322825),
 (79830, 0.88924572987768302),
 (450194, 0.89006328443309857),
 (214000, 0.89147900617875619),
 (584996, 0.89147900617875619),
 (77086, 0.89147900617875619),
 (651662, 0.89147900617875619),
 (97719, 0.89147900617875619),
 (372267, 0.89147900617875619),
 (487475, 0.89147900617875619),
 (537743, 0.89147900617875619),
 (432874, 0.89282041386007294),
 (151056, 0.89337550701784274),
 (605866, 0.89381771903806928),
 (291713, 0.89488982586851817),
 (284905, 0.89553706201107186),
 (674773, 0.89556232838283323),
 (649182, 0.89604864803710627),
 (481103, 0.89644025206136124),
 (84776, 0.89645149273215674),
 (490913, 0.89714847933005559),
 (350324, 0.89778151556891916),
 (268887, 0.89797114049403881),
 (437091, 0.89861418886371081),
 (521407, 0.89929611417119659),
 (222413, 0.90118474324548103),
 (465582, 0.90206294961263256),
 (233966, 0.90238877134570072),
 (527350, 0.90258517922426562),
 (31202, 0.90428413871632263),
 (242675, 0.90442816552808469),
 (154912, 0.9048011510805567),
 (74297, 0.90516475625884452),
 (397195, 0.90561479700543746),
 (491175, 0.90618913501297482),
 (78050, 0.90662897702025791),
 (236453, 0.90698592721909144),
 (556773, 0.9077375737298703),
 (100449, 0.90778285250794677),
 (258696, 0.90878438836324482),
 (135219, 0.90893467011290374),
 (354651, 0.90900965205858164),
 (54918, 0.909532577217115),
 (648057, 0.90959065849843768),
 (135125, 0.91004692734404458),
 (554813, 0.91005970134609848),
 (271949, 0.91022348200774694),
 (148621, 0.91173778769888625),
 (291733, 0.91258285412343498),
 (481250, 0.91338360299256072),
 (607832, 0.91417887580888657),
 (493706, 0.91450808313282439),
 (102247, 0.91535515368954756),
 (24596, 0.91616066286092335),
 (421984, 0.91657953288185634),
 (521016, 0.91662364588410328),
 (627840, 0.91701666067621401),
 (253284, 0.91717447924687678),
 (442894, 0.91829311920563117),
 (518623, 0.91860146751464877),
 (146871, 0.91880387053580215),
 (379608, 0.91902564482968518),
 (23337, 0.91966572232367483),
 (462641, 0.92024879138705762),
 (28749, 0.92146589794324352),
 (144289, 0.92242643937883206),
 (270762, 0.92301348512127324),
 (74995, 0.92324590522465089),
 (578657, 0.92356958926814481),
 (638421, 0.92413399449605149),
 (309593, 0.92463224635566754),
 (625499, 0.92533951504671308),
 (249677, 0.92574765140499815),
 (444382, 0.92588678288196458),
 (538392, 0.92644932837519756),
 (95651, 0.92706595268511116),
 (115617, 0.92708096121664185),
 (510653, 0.92711720551296151),
 (4307, 0.92735325768813859),
 (357933, 0.92791218134972042),
 (674875, 0.92813395187158532),
 (368660, 0.92830984384703197),
 (86637, 0.92856274756987545),
 (392074, 0.92860750603886333),
 (347756, 0.92892704673721105),
 (546894, 0.92937569294442512),
 (602338, 0.92990561219777179),
 (201719, 0.93041987197290665),
 (46298, 0.93042657026231923),
 (363574, 0.93107227716514218),
 (563615, 0.93107227716514218),
 (150865, 0.93109627376786153),
 (208164, 0.93251386290434313),
 (94808, 0.93257270668973202),
 (627999, 0.93288731839241812),
 (281644, 0.93321756823764723),
 (159990, 0.9335515090994152),
 (70362, 0.93377227330082535),
 (604184, 0.93402306398874002),
 (237759, 0.93436476101690547),
 (394289, 0.93442370613383552),
 (113406, 0.93462864673046087),
 (282060, 0.93471335214386086),
 (222685, 0.9351822396455326),
 (273769, 0.93521796342706631),
 (323802, 0.93534100820349286),
 (412743, 0.93596610966825999),
 (132060, 0.93616370004934946),
 (126934, 0.93618488423849899),
 (216229, 0.93651687414183782),
 (510714, 0.93684507950438867),
 (175574, 0.93751315273793423),
 (393668, 0.93784573976093222),
 (127765, 0.93786543607363659),
 (539080, 0.93816267064157788),
 (62799, 0.93888024272973203),
 (99786, 0.93891979484428634),
 (425972, 0.93918188882243692),
 (86852, 0.93932518203470206),
 (392603, 0.93988134940464718),
 (137922, 0.94023198782726169),
 (179969, 0.94067459810985221),
 (457458, 0.94081081912907205),
 (653155, 0.94093891137452201),
 (443344, 0.94130798410862226),
 (452497, 0.94159469765165571),
 (298759, 0.94165134751032709),
 (433775, 0.94192064176362811),
 (643692, 0.94215735722680816),
 (469567, 0.94223709654226617),
 (89088, 0.94329928392455553),
 (295581, 0.9436453580576295),
 (79218, 0.94400378876236191),
 (108818, 0.94410092106737953),
 (271350, 0.94465394530655888),
 (252536, 0.94484816564182739),
 (31439, 0.94487332807646462),
 (260947, 0.94505942779448304),
 (53847, 0.94524145174984786),
 (110863, 0.94553613653057922),
 (469812, 0.94577324836024201),
 (583906, 0.94628910024956825),
 (116901, 0.94649041857646643),
 (554883, 0.94691561973895566),
 (458917, 0.94738135142735147),
 (402137, 0.94748106832256018),
 (213684, 0.94806483839047928),
 (377804, 0.94812299128206279),
 (331070, 0.94814112068022738),
 (85803, 0.94838755710877976),
 (527932, 0.94844356713366751),
 (371997, 0.94895663807292974),
 (230800, 0.94897150401541797),
 (468350, 0.9496247128279629),
 (249222, 0.94988035006503846),
 (311264, 0.94994865678306029),
 (38765, 0.95065446782074803),
 (41340, 0.95095757025853411),
 (684747, 0.95117531391336763),
 (246299, 0.95134252264339247),
 (284736, 0.95156862809016474),
 (246457, 0.95159078887428539),
 (638255, 0.95220306062167692),
 (229188, 0.9524781959439611),
 (181240, 0.95248090445912603),
 (614378, 0.95256077640821257),
 (596328, 0.952572359589821),
 (581549, 0.95264519462511144),
 (149958, 0.95265077795455),
 (500636, 0.95270458147041193),
 (107132, 0.95402200544244342),
 (261444, 0.95420140662708186),
 (167732, 0.95423618609095062),
 (225769, 0.95431332652496925),
 (73887, 0.95431589496874469),
 (581557, 0.95475089558535697),
 (460020, 0.95481590000978878),
 (486157, 0.95482547626780745),
 (120196, 0.95538605626461437),
 (4430, 0.95580724586783561),
 (308949, 0.95584541270835155),
 (241771, 0.95613912677842683),
 (427225, 0.95626965722633184),
 (29189, 0.95669645648945312),
 (263217, 0.95687863955260521),
 (520592, 0.95702132283993402),
 (159321, 0.95757095149476656),
 (166586, 0.95771126286608754),
 (530370, 0.95825360954325967),
 (57605, 0.95835052866619208),
 (229005, 0.95839116513399858),
 (551319, 0.95869362861506346),
 (329330, 0.95900629068497589),
 (405826, 0.95924754438681603),
 (81631, 0.95962872178882297),
 (371561, 0.96014968867570205),
 (319774, 0.96034236691904229),
 (137515, 0.96104154555158317),
 (109511, 0.96108695732855076),
 (519093, 0.9613794103257387),
 (198146, 0.96168408383725235),
 (355730, 0.96171476130743117),
 (380430, 0.96190994317411493),
 (25327, 0.96208916099054187),
 (602784, 0.96262688524114592),
 (495711, 0.96297716841714587),
 (212251, 0.96333488861193706),
 (659497, 0.96446613186499142),
 (259599, 0.96511539954729175),
 (226253, 0.96546898377281876),
 (521888, 0.96611431110377277),
 (69252, 0.96615640327113483),
 (443055, 0.96637618955761173),
 (591579, 0.96642871821954257),
 (2860, 0.96643121026882262),
 (664993, 0.96645695056846836),
 (480674, 0.9666583546157016),
 (681967, 0.96698054836530145),
 (255017, 0.96718117883374388),
 (495877, 0.96745664839494361),
 (584628, 0.9676917217792913),
 (9292, 0.96819095710408321),
 (366334, 0.96867394594855671),
 (57409, 0.96910412453328898),
 (140997, 0.96930132436369099),
 (61955, 0.96963109116397217),
 (19615, 0.96963377153235308),
 (130995, 0.969696999270517),
 (130462, 0.96972506885960119),
 (295083, 0.97004266283870377),
 (16791, 0.97013310866498581),
 (143985, 0.97038458204402811),
 (101647, 0.97041259245601286),
 (632064, 0.97049698149070973),
 (392347, 0.97107719236944778),
 (147776, 0.97147773068303755),
 (417352, 0.97191317558116408),
 (533697, 0.97231400155960512),
 (672554, 0.97276256810627904),
 (18396, 0.97301338641117574),
 (40099, 0.97302617622044307),
 (512105, 0.97316905731042891),
 (35090, 0.97341901826935051),
 (500831, 0.97381340542444561),
 (418508, 0.97432376724870962),
 (301481, 0.9743596332061486),
 (412749, 0.97442654624284497),
 (3308, 0.9744723137978557),
 (340807, 0.97457974064823039),
 (393456, 0.97459692115352892),
 (421965, 0.97494634184164586),
 (145686, 0.9752474545409211),
 (452779, 0.9756113717867454),
 (325529, 0.97594782414060388),
 (451295, 0.975999763422572),
 (488946, 0.97608909721281334),
 (127519, 0.97627232588484136),
 (83021, 0.9763468623896111),
 (440503, 0.97739322420101471),
 (538622, 0.97766463384638358),
 (163549, 0.97779437361347743),
 (274732, 0.97780755949116582),
 (405923, 0.9784367979578622),
 (141721, 0.97868718962395218),
 (106520, 0.97897946868294738),
 (418172, 0.97930142615009164),
 (580756, 0.97938770685762055),
 (148670, 0.97951852799824191),
 (208861, 0.97964755210035093),
 (15116, 0.97986963541383421),
 (19932, 0.97986963541383421),
 (19984, 0.97986963541383421),
 (58460, 0.97986963541383421),
 (62332, 0.97986963541383421),
 (75600, 0.97986963541383421),
 (93968, 0.97986963541383421),
 (95996, 0.97986963541383421),
 (173248, 0.97986963541383421),
 (194040, 0.97986963541383421),
 (221888, 0.97986963541383421),
 (236572, 0.97986963541383421),
 (242520, 0.97986963541383421),
 (245864, 0.97986963541383421),
 (283544, 0.97986963541383421),
 (304800, 0.97986963541383421),
 (327372, 0.97986963541383421),
 (333336, 0.97986963541383421),
 (361640, 0.97986963541383421),
 (382468, 0.97986963541383421),
 (395680, 0.97986963541383421),
 (398516, 0.97986963541383421),
 (405872, 0.97986963541383421),
 (413464, 0.97986963541383421),
 (462852, 0.97986963541383421),
 (476716, 0.97986963541383421),
 (481076, 0.97986963541383421),
 (482020, 0.97986963541383421),
 (489368, 0.97986963541383421),
 (529284, 0.97986963541383421),
 (537404, 0.97986963541383421),
 (565604, 0.97986963541383421),
 (576184, 0.97986963541383421),
 (591748, 0.97986963541383421),
 (594792, 0.97986963541383421),
 (610352, 0.97986963541383421),
 (619572, 0.97986963541383421),
 (622580, 0.97986963541383421),
 (648272, 0.97986963541383421),
 (53869, 0.97986963541383421),
 (82389, 0.97986963541383421),
 (84669, 0.97986963541383421),
 (109189, 0.97986963541383421),
 (114917, 0.97986963541383421),
 (183165, 0.97986963541383421),
 (185305, 0.97986963541383421),
 (189541, 0.97986963541383421),
 (198641, 0.97986963541383421),
 (207761, 0.97986963541383421),
 (233461, 0.97986963541383421),
 (289729, 0.97986963541383421),
 (324413, 0.97986963541383421),
 (328637, 0.97986963541383421),
 (348073, 0.97986963541383421),
 (361689, 0.97986963541383421),
 (372021, 0.97986963541383421),
 (381033, 0.97986963541383421),
 (400089, 0.97986963541383421),
 (401053, 0.97986963541383421),
 (406901, 0.97986963541383421),
 (414497, 0.97986963541383421),
 (492065, 0.97986963541383421),
 (492957, 0.97986963541383421),
 (518381, 0.97986963541383421),
 (545861, 0.97986963541383421),
 (559705, 0.97986963541383421),
 (590917, 0.97986963541383421),
 (595537, 0.97986963541383421),
 (625249, 0.97986963541383421),
 (636409, 0.97986963541383421),
 (639613, 0.97986963541383421),
 (650853, 0.97986963541383421),
 (654729, 0.97986963541383421),
 (656677, 0.97986963541383421),
 (657797, 0.97986963541383421),
 (669369, 0.97986963541383421),
 (35018, 0.97986963541383421),
 (50770, 0.97986963541383421),
 (102590, 0.97986963541383421),
 (122090, 0.97986963541383421),
 (122374, 0.97986963541383421),
 (138682, 0.97986963541383421),
 (148654, 0.97986963541383421),
 (157258, 0.97986963541383421),
 (157702, 0.97986963541383421),
 (183610, 0.97986963541383421),
 (192446, 0.97986963541383421),
 (221030, 0.97986963541383421),
 (228602, 0.97986963541383421),
 (263926, 0.97986963541383421),
 (272618, 0.97986963541383421),
 (279930, 0.97986963541383421),
 (291114, 0.97986963541383421),
 (311190, 0.97986963541383421),
 (315578, 0.97986963541383421),
 (341686, 0.97986963541383421),
 (383970, 0.97986963541383421),
 (389002, 0.97986963541383421),
 (395774, 0.97986963541383421),
 (401726, 0.97986963541383421),
 (439086, 0.97986963541383421),
 (443774, 0.97986963541383421),
 (483846, 0.97986963541383421),
 (495474, 0.97986963541383421),
 (503714, 0.97986963541383421),
 (503914, 0.97986963541383421),
 (506202, 0.97986963541383421),
 (561282, 0.97986963541383421),
 (568238, 0.97986963541383421),
 (572550, 0.97986963541383421),
 (572618, 0.97986963541383421),
 (598294, 0.97986963541383421),
 (619166, 0.97986963541383421),
 (620870, 0.97986963541383421),
 (643974, 0.97986963541383421),
 (661886, 0.97986963541383421),
 (663838, 0.97986963541383421),
 (667630, 0.97986963541383421),
 (676982, 0.97986963541383421),
 (681174, 0.97986963541383421),
 (4767, 0.97986963541383421),
 (6535, 0.97986963541383421),
 (10895, 0.97986963541383421),
 (24071, 0.97986963541383421),
 (54495, 0.97986963541383421),
 (68615, 0.97986963541383421),
 (76719, 0.97986963541383421),
 (77475, 0.97986963541383421),
 (111747, 0.97986963541383421),
 (141787, 0.97986963541383421),
 (160399, 0.97986963541383421),
 (177739, 0.97986963541383421),
 (187455, 0.97986963541383421),
 (215411, 0.97986963541383421),
 (216319, 0.97986963541383421),
 (232067, 0.97986963541383421),
 (269815, 0.97986963541383421),
 (270131, 0.97986963541383421),
 (276223, 0.97986963541383421),
 (276711, 0.97986963541383421),
 (291439, 0.97986963541383421),
 (303175, 0.97986963541383421),
 (319711, 0.97986963541383421),
 (329915, 0.97986963541383421),
 (345203, 0.97986963541383421),
 (347931, 0.97986963541383421),
 (360555, 0.97986963541383421),
 (373927, 0.97986963541383421),
 (389675, 0.97986963541383421),
 (404867, 0.97986963541383421),
 (407611, 0.97986963541383421),
 (438347, 0.97986963541383421),
 (490603, 0.97986963541383421),
 (494471, 0.97986963541383421),
 (546167, 0.97986963541383421),
 (556359, 0.97986963541383421),
 (572115, 0.97986963541383421),
 (575595, 0.97986963541383421),
 (591907, 0.97986963541383421),
 (594863, 0.97986963541383421),
 (604503, 0.97986963541383421),
 (611019, 0.97986963541383421),
 (636927, 0.97986963541383421),
 (642995, 0.97986963541383421),
 (651803, 0.97986963541383421),
 (485277, 0.97992091907371126),
 (584482, 0.97998715625019328),
 (530953, 0.9800719340469991),
 (222773, 0.98014957795228397),
 (630623, 0.98020884671427222),
 (190150, 0.98040767662682426),
 (258331, 0.98041147523836314),
 (509569, 0.98051697273762273),
 (33148, 0.9806299565689327),
 (59046, 0.9812716235628387),
 (297757, 0.98235053275750595),
 (533004, 0.98271864918068363),
 (205222, 0.98351645395055598),
 (18807, 0.98359840425410983),
 (299336, 0.98369845285713919),
 (665516, 0.98402305493828701),
 (80002, 0.98411229734220385),
 (59168, 0.98427086278520171),
 (68933, 0.98432555123121668),
 (241288, 0.98435527704430215),
 (16940, 0.98466709973703548),
 (117922, 0.98481310531012067),
 (178039, 0.98499101721365312),
 (322977, 0.98502551286592277),
 (296531, 0.98513309123699544),
 (297057, 0.98521629729977245),
 (210552, 0.98560250505526859),
 (446920, 0.98610471864066163),
 (103688, 0.98622076037177886),
 (135670, 0.98875348906858473),
 (205889, 0.98890133219774967),
 (104956, 0.98902587530725339),
 (299188, 0.98949997851126492),
 (91539, 0.98954932695059672),
 (145860, 0.98991463508813504),
 (233933, 0.99063524742237752),
 (82789, 0.99065470068509254),
 (609062, 0.99100045649207846),
 (661958, 0.99110679611437658),
 (319836, 0.99139813168859336),
 (198547, 0.99146211722983102),
 (396045, 0.99165181177774742),
 (14269, 0.99217144525140089),
 (201150, 0.99238170971709172),
 (31866, 0.99242576629643975),
 (672580, 0.99259176334172439),
 (344371, 0.99266669735854518),
 (639016, 0.99288048260073103),
 (452867, 0.99293878135646318),
 (624162, 0.9931088420175338),
 (391264, 0.99322591231491875),
 (140203, 0.993389681891934),
 (3177, 0.99341945839132284),
 (229775, 0.99341945839132284),
 (430361, 0.99354010313020202),
 (89528, 0.99368682371798023),
 (154819, 0.99397294811458481),
 (518146, 0.99408103406089476),
 (337519, 0.99416807089652337),
 (66247, 0.99429032465744749),
 (453023, 0.99434066305594726),
 (593517, 0.99442659168814562),
 (618437, 0.9945551641624234),
 (33607, 0.99504379226721995),
 (97524, 0.99508276864901524),
 (285003, 0.99521558236456953),
 (232076, 0.99529307879466389),
 (212465, 0.99533747300445241),
 (124439, 0.99552264442415728),
 (424411, 0.99582054944169307),
 (20788, 0.99600997531129298),
 (202573, 0.99613922938136124),
 (1058, 0.99625353008372741),
 (296064, 0.99633140202069337),
 (166970, 0.99654495492855721),
 (57114, 0.99676845453073337),
 (171528, 0.99680446831174951),
 (389081, 0.99706524702587451),
 (552653, 0.99715174430433251),
 (162512, 0.99755000003977623),
 (284194, 0.99830466630979309),
 (120644, 0.99831409914268865),
 (255755, 0.9986160343624505),
 (142222, 0.99875454762859184),
 (655354, 0.99881757823748429),
 (79586, 0.99882061175971015),
 (276573, 0.99904892490052299),
 (121745, 0.99919404778921583),
 (37038, 0.99948484162312168),
 (13239, 0.99979431810624686),
 (72849, 0.99996047112316566),
 (342888, 1.0001166097377716),
 (201958, 1.000453018495622),
 (327911, 1.0005643933604647),
 (545081, 1.0005645570295769),
 (139540, 1.0006301867344909),
 (430744, 1.0007757126084582),
 (4043, 1.001556623794909),
 (5243, 1.0017724764027571),
 (84509, 1.0027471716980398),
 (378810, 1.0028696311502463),
 (83678, 1.0029434113622382),
 (639865, 1.0029726726994306),
 (230949, 1.0029900711403754),
 (67094, 1.0032499804052315),
 (492003, 1.003490085295101),
 (653932, 1.0035721598909888),
 (459485, 1.0036542572349365),
 (119742, 1.0039841030291889),
 (248097, 1.0040887956384825),
 (517044, 1.0043409011716506),
 (327869, 1.0043420752344796),
 (62558, 1.0048651621430968),
 (685348, 1.0054261890332188),
 (525143, 1.0057364264192181),
 (428275, 1.0062992292080242),
 (404662, 1.0066710855243144),
 (41981, 1.0067105211577905),
 (497566, 1.007093369396292),
 (19775, 1.0073389615499317),
 (76274, 1.0074201137656487),
 (565775, 1.0075718980846151),
 (336495, 1.0079424580450782),
 (648796, 1.0082238693185659),
 (151941, 1.0082294551388962),
 (196363, 1.008345347635804),
 (174430, 1.0084197027404866),
 (26345, 1.0087375815301316),
 (642561, 1.0097441156768328),
 (102538, 1.0097692339768962),
 (472857, 1.0099335575946584),
 (232191, 1.0100345222294755),
 (631077, 1.010603365132245),
 (523144, 1.0106986280073049),
 (608925, 1.0108983495797217),
 (26371, 1.0110094244168022),
 (9643, 1.0110605885781876),
 (484259, 1.0111788141002702),
 (294089, 1.0115798703077321),
 (125337, 1.0116211093978325),
 (140118, 1.0119110670437816),
 (73666, 1.0119534643093351),
 (29400, 1.0121634639918555),
 (405633, 1.0122351160091794),
 (655042, 1.0123383517108637),
 (213514, 1.0124640071990205),
 (438275, 1.0125321728120846),
 (462543, 1.0125511135170704),
 (324737, 1.0129800047946365),
 (567529, 1.01315889317186),
 (576972, 1.0133392030106698),
 (648005, 1.0140662229856225),
 (339533, 1.0141199135412728),
 (391246, 1.0141986089580601),
 (325263, 1.0144157567180856),
 (424762, 1.0144774268192502),
 (448198, 1.0146796603127328),
 (150894, 1.0151866105121607),
 (583228, 1.0155462378516864),
 (171586, 1.0155536690445919),
 (685687, 1.0155670858884336),
 (141311, 1.015660381884564),
 (304348, 1.0168459780842543),
 (78673, 1.0170280241339651),
 (151483, 1.0175268010531122),
 (146854, 1.0175395786984323),
 (570914, 1.0177131281229532),
 (72319, 1.0178045065416477),
 (221851, 1.0178470265369501),
 (234125, 1.0189763561739467),
 (214975, 1.0192753072330605),
 (65834, 1.0194261279711836),
 (326128, 1.0205001116439905),
 (620025, 1.0205163586584192),
 (550293, 1.0206620519970697),
 (404983, 1.0207529837743445),
 (139098, 1.0212991683581132),
 (77252, 1.0214142106356903),
 (514445, 1.0216577664784146),
 (91552, 1.0221330164699964),
 (223453, 1.0224590347041846),
 (3991, 1.0225298228737865),
 (266792, 1.0227098347870052),
 (645102, 1.0228598900968267),
 (387158, 1.0229339402732718),
 (272855, 1.0230011532607419),
 (190320, 1.0231212366744231),
 (118452, 1.0231262860045698),
 (377957, 1.0231866932329516),
 (175858, 1.0234465574817748),
 (509810, 1.0235587623051328),
 (658731, 1.023639874138718),
 (561325, 1.0240510279386563),
 (567950, 1.0242260837746331),
 (27569, 1.0248293989062616),
 (364772, 1.0251981910042922),
 (578999, 1.0255290090208307),
 (664090, 1.0256046984324585),
 (673648, 1.025770343451941),
 (527823, 1.0260463661907018),
 (674763, 1.0261671578635925),
 (495598, 1.0265751891660035),
 (269371, 1.0267394814288964),
 (269071, 1.0267431031067464),
 (245686, 1.0268060468674458),
 (286648, 1.0268508876120575),
 (591132, 1.027331922498109),
 (500638, 1.0275035742180803),
 (243156, 1.0275927087379571),
 (160794, 1.0276756514504015),
 (78943, 1.0278496171601275),
 (240994, 1.0284636044719055),
 (424556, 1.0286557249046118),
 (274408, 1.0291824051836778),
 (499230, 1.0295654334635675),
 (179343, 1.0296828243831371),
 (457990, 1.0301721885321922),
 (204033, 1.0301774129691823),
 (389958, 1.0303844775678057),
 (110322, 1.0306041715309953),
 (428071, 1.0306328034661434),
 (16353, 1.0310127805678266),
 (25159, 1.0310450771085327),
 (577665, 1.0312134544761995),
 (283649, 1.031228232397555),
 (368431, 1.0316192561959714),
 (300118, 1.0316883142040711),
 (667777, 1.0318087682259478),
 (661858, 1.0318553124424901),
 (495514, 1.0325492035447803),
 (440396, 1.0327461401608615),
 (235147, 1.0328807616176421),
 (372972, 1.0329092913811668),
 (357867, 1.0329408264400219),
 (377133, 1.0329510209599497),
 (628465, 1.0332419552801417),
 (39335, 1.0334618112307292),
 (89435, 1.0335034922299893),
 (448254, 1.033533918429544),
 (427864, 1.0338762448134498),
 (431867, 1.0339491918582555),
